,year,type,country,activity,age,species_,mes,fatal,sex,especie_tiburon,age_ok
1317,1961,Unprovoked,usa,Walking in chest-deep water,52,"Hammerhead shark, 500-llb ",May,N,M,Unspecified,52
1318,1961,Invalid,usa,Splashing ,10,Shark involvement not confirmed,Apr,,M,Unspecified,10
1319,1961,Unprovoked,mozambique,Swimming,37,Zambesi shark,Apr,N,M,Unspecified,37
1320,1961,Unprovoked,australia,"Checking fish traps, fell into the water",40," ""gummy"" shark (Rhizoprionodon or Loxodon) 1.2 m [4']",Apr,N,M,Unspecified,40
1321,1961,Unprovoked,mozambique,"Swimming, using bundles of sticks as raft",38,Zambesi shark,Apr,Y,M,Unspecified,38
1322,1961,Unprovoked,australia,Swimming,24,3 m [10'] shark,Mar,N,M,Unspecified,24
1323,1961,Unprovoked,australia,Spearfishing,21,"White shark, 3.7 m [12'] ",Mar,N,M,White shark,21
1324,1961,Unprovoked,north pacific ocean,Free diving,33,"Grey reef shark, 1.8 m [6'] grey reef shark, identified by Dr. L.P. L. Schultz based on photographs; identified as C. melanopterus by Stewart",Mar,N,M,Grey shark,33
1325,1961,Unprovoked,south africa,"Spearfishing, shark grabbed his white t-shirt and towed him ",27,1.5 m [5'] shark,Feb,N,M,Unspecified,27
1326,1961,Unprovoked,south africa,Swimming,14,"2.1 m [7'], 90-kg shark",Feb,Y,M,Unspecified,14
1327,1961,Unprovoked,south africa,Swimming,15,White shark,Jan,N,M,White shark,15
1328,1961,Provoked,australia,Collecting aquarium specimens,27,"Wobbegong shark, 1.5 m [5'] ",Jan,N,M,Unspecified,27
1329,1961,Unprovoked,south africa,Standing,13,"White shark, based on bite pattern",Jan,N,M,White shark,13
1330,1960,Unprovoked,south africa,Swimming,25,"White shark, 3 m [10'], tooth fragment from wounds identified as that of a white shark",Dec,Y,M,White shark,25
1331,1960,Unprovoked,australia,"Fishing, when line became snagged on rock & he dived into water to free it ",33,"Grey nurse shark, 1m ",Dec,N,M,Grey shark,33
1332,1960,Unprovoked,australia,Swimming,41,3' shark,Nov,N,M,Unspecified,41
1333,1960,Provoked,usa,Holding shark on leader & dangling it above the water,15,"Lemon shark, 1164 mm, immature male, identified by  V.G. Springer",Aug,N,M,Lemon shark,15
1334,1960,Provoked,usa,"Fishing, tossing netted shark onboard",41,"""sand shark""",Jul,N,M,Unspecified,41
1335,1960,Unprovoked,usa,Scuba diving,39,"Mako shark, 1.8 m to 2.1 m [6' to 7']  with hook & wire leader caught in mouth",Jun,N,M,Unspecified,39
1336,1960,Unprovoked,bermuda,Free diving but treading water at surface,25,"Dusky shark, 2.7 m [9'] dusky shark C. obscurus identified by S. Springer on tooth recovered",May,N,M,Unspecified,25
1337,1960,Unprovoked,usa,Swimming ,16,"White shark, 4 m to 5 m [13' to 16.5'] ",May,N,F,White shark,16
1338,1960,Unprovoked,south africa,Treading water,16,"White shark, 2.1 m [7']  based on tooth pattern",Apr,N,M,White shark,16
1339,1960,Unprovoked,usa,Skindiving for abalone (but at surface),48,"White shark, 4.9 m [16'] ",Apr,N,M,White shark,48
1340,1960,Invalid,bermuda,Floating on a raft,"21, 34,24 & 35",Questionable incident,Apr,,M,Unspecified,21
1341,1960,Unprovoked,australia,Surfing,17,"White shark, 3.7 m [12'] ",Apr,N,M,White shark,17
1342,1960,Unprovoked,usa,Treading water,42,"1.2 m [4'], possibly  larger shark",Mar,N,M,Unspecified,42
1343,1960,Unprovoked,australia,"Wading, fishing for flounder",30 & 32,Two 2.1 m [7'] sharks,Feb,N,M,Unspecified,30
1344,1960,Invalid,usa,Spearfishing,36,"According to Benjamin, the injury was inflicted by a barracuda, not a shark",Feb,,M,Unspecified,36
1345,1960,Unprovoked,australia,Free diving,13,Bull shark,Jan,Y,M,Bull shark,13
1346,1959,Unprovoked,australia,Body surfing,19,3.5 m [11.5'] shark,Nov,N,M,Unspecified,19
1347,1959,Unprovoked,australia,Standing in chest-deep water,17,"""a small shark""",Nov,N,M,Unspecified,17
1348,1959,Unprovoked,australia,Trailing the field in a surf race,19,3 m to 4.3 m [10' to 14'] shark,Nov,N,M,Unspecified,19
1349,1959,Unprovoked,usa,Swimming at surface through school of feeding 2.5' to 5 sharks,21,"Blue shark, 1.5 m [5'] ",Nov,N,M,Unspecified,21
1350,1959,Unprovoked,usa,Diving for abalone,30,"White shark, 5 m [16.5'], identified by Dr. W. I. Follett on tooth marks",Oct,N,M,White shark,30
1351,1959,Unprovoked,fiji,Spearfishing,36,"Tiger shark, 1.8 m [6']",,N,M,Tiger shark,36
1352,1959,Sea Disaster,usa,"Adrift, hanging onto cushion, after his 17' skiff ran out of gas & capsized 3 miles from shore",30,"A hammerhead shark, then 8 to 10 other sharks were said to be  involved",Sep,N,M,Unspecified,30
1353,1959,Invalid,philippines,The 240-ton motor vessel Pilar II with 100 people on board capsized in high winds & rough seas,10,Shark involvement prior to death was not confirmed,Aug,,M,Unspecified,10
1354,1959,Unprovoked,japan,Swimming,13 or 18,"Blue shark, 3 m [10']",Aug,Y,M,Unspecified,13
1355,1959,Unprovoked,usa,Spearfishing (but on surface),25,"Hammerhead shark, 1.8 m [6'] S. zygena identified by C. Limbaugh on description",Jul,N,M,Unspecified,25
1356,1959,Unprovoked,usa,Free diving for abalone,33,"Reported to involve a White shark, 6 m to 7m [20' to 23'] ",Jun,Y,M,White shark,33
1357,1959,Unprovoked,usa,Treading water,18,"White shark, 3 m [10']; identifed by Dr. W.I. Follett on tooth marks",May,Y,M,White shark,18
1358,1959,Unprovoked,usa,Spearfishing,19,"Tiger shark, 3.7 m [12']",May,N,M,Tiger shark,19
1359,1959,Unprovoked,south africa,Treading water,14,1.8 to 2.1 m [6' to 7'] shark,Feb,N,M,Unspecified,14
1360,1959,Unprovoked,australia,Working prawn net,20,"Grey nurse shark, 1.8 m [6']",Jan,N,M,Grey shark,20
1361,1959,Unprovoked,australia,In deep water about 100 yards from his ship,22,Said to involve 2 sharks: 5.2 m & 6 m [17' & 20'] ,Jan,Y,M,Unspecified,22
1362,1959,Unprovoked,australia,"Surfing, but treading water",17,1.8 m [6'] shark,Jan,N,M,Unspecified,17
1363,1959,Unprovoked,south africa,Swimming,18,"White shark, 1.8 m to 2.1 m [6' to 7']  according to Shreuder and a witness",Jan,N,M,White shark,18
1364,1958,Unprovoked,usa,Surfing on air mattress,15,"Tiger shark, 4.6 m to 7.6 m [15' to 25'] ",Dec,Y,M,Tiger shark,15
1365,1958,Unprovoked,american samoa,Cleaning hull of ship ,22,Tiger shark,Dec,Y,M,Tiger shark,22
1366,1958,Unprovoked,australia,Swimming,21,12' shark,Nov,Y,M,Unspecified,21
1367,1958,Unprovoked,bahamas,Fishing,42,200-lb shark,Sep,N,M,Unspecified,42
1368,1958,Unprovoked,usa,"Swimming, ducking for shells in water 0.9 m deep",12,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] ",Jul,N,M,Tiger shark,12
1369,1958,Unprovoked,usa,"Swimming, ducking for shells in water 0.9 m deep",8,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] ",Jul,N,M,Tiger shark,8
1370,1958,Sea Disaster,pacific ocean,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,31,Sharks averaged 1.8 m [6'] in length,Jul,N,M,Unspecified,31
1371,1958,Provoked,usa,Free diving,20,"Nurse shark, 1.5 m [5']  identified by Dr. E. Clark on description of shark",Jul,N,M,Unspecified,20
1372,1958,Unprovoked,bahamas,"Spearfishing, had fish on his spear",36,"Tiger shark, <2 m TL",,N,M,Tiger shark,36
1373,1958,Provoked,usa,Wading,59,"Nurse shark, 2.1 m [7']  identified by Dr. E. Clark on color & tooth impressions",Jun,N,M,Unspecified,59
1374,1958,Unprovoked,usa,Walking,17,Tiger shark?,Jun,N,M,Tiger shark,17
1375,1958,Unprovoked,taiwan,Diving,29,"Mako shark, 100-kg [221-lb] ",Apr,N,M,Unspecified,29
1376,1958,Unprovoked,south africa,Paddling in knee-deep water,28,3 m [10'] shark,Apr,Y,F,Unspecified,28
1377,1958,Unprovoked,south africa,Swimming with goggles,29,3 m [10'] shark,Apr,Y,M,Unspecified,29
1378,1958,Unprovoked,australia,Body surfing,14,6' shark,Jan,N,M,Unspecified,14
1379,1957,Unprovoked,south africa,Standing,14,1.8 m [6'] shark,Dec,N,F,Unspecified,14
1380,1957,Unprovoked,south africa,Floating,23,>3 m [10'] shark,Dec,Y,M,Unspecified,23
1381,1957,Unprovoked,usa,Swimming,57,White shark,Jul,Y,M,White shark,57
1382,1957,Unprovoked,australia,Competing in spearfishing championship & towing dead fish,28,4.6 m [15'] shark,May,N,M,Unspecified,28
1383,1957,Unprovoked,usa,Swimming,25,White shark,Apr,Y,M,White shark,25
1384,1957,Provoked,usa,Standing,17,4 m [13'] shark,Apr,N,M,Unspecified,17
1385,1957,Unprovoked,australia,Swimming between  anchored  pearling luggers,22,Shark seen feeding on turtle scraps thrown overboard prior to incident.,Apr,N,M,Unspecified,22
1386,1956,Unprovoked,papua new guinea,Spearfishing,19,2.4 m [8'] tiger shark caught 40 hours later with shorts of the boy in its gut,Dec,Y,M,Unspecified,19
1387,1956,Unprovoked,senegal,"Skindiving, fish at belt",19,Lemon shark,Oct,N,M,Lemon shark,19
1388,1956,Unprovoked,usa,Swimming near pier,10,"White shark, 2.7 m [9'] ",Aug,N,M,White shark,10
1389,1956,Unprovoked,australia,"Swimming, attacked at  surf carnival",26,3.7 m [12'] shark & may have been another shark nearby,Mar,Y,M,Unspecified,26
1390,1956,Unprovoked,australia,Diving into water,15,1.8 m [6'] shark,Feb,Y,M,Unspecified,15
1391,1955,Unprovoked,papua new guinea,Swimming,8,Wobbegong shark,Nov,N,M,Unspecified,8
1392,1955,Unprovoked,american samoa,Swimming,28,Blue shark,Aug,Y,M,Unspecified,28
1393,1955,Unprovoked,usa,Spearfishing,19,"White shark, 5 m to 6 m [16.5' to 20] ",Feb,N,M,White shark,19
1394,1955,Unprovoked,australia,Swimming,25,3.6 m  white shark  (or bronze whaler),Feb,Y,M,Unspecified,25
1395,1955,Unprovoked,australia,Hunting lobsters in 2.4 m of water,13,"Bronze whaler shark,3.7 m [12'] ",Jan,Y,M,Unspecified,13
1396,1954,Unprovoked,australia,Pearl diving from lugger Whyalla,30,2.4 m [8']  shark,Jun,N,M,Unspecified,30
1397,1954,Unprovoked,argentina,Floating,18,White shark tooth fragment recovered from ankle & identified by Dr. W. I. Follett,Jan,N,M,White shark,18
1398,1954,Unprovoked,papua new guinea,Crouching in the water,26,14' shark,Jan,N,M,Unspecified,26
1399,1953,Invalid,mexico,Free diving,19,Invalid,,,M,Unspecified,19
1400,1953,Unprovoked,usa,Spearfishing,15,3 m [10'] shark seen in vicinity,Jul,Y,M,Unspecified,15
1401,1953,Unprovoked,australia,Spearfishing,25,Wobbegong shark,Feb,N,M,Unspecified,25
1402,1952,Unprovoked,australia,"Fishing, setting nets",25,2.4 m [8'] shark,Dec,N,M,Unspecified,25
1403,1952,Unprovoked,usa,Body surfing & treading water,17,"White shark,4.6 m [15'] ",,Y,M,White shark,17
1404,1951,Unprovoked,australia,Treading water,21,2.4 m [8']  shark,,Y,M,Unspecified,21
1405,1951,Unprovoked,south africa,Swimming,23,"White shark, 1.8 m [6'] ",Nov,N,M,White shark,23
1406,1951,Unprovoked,south africa,Treading water,24,"White shark, 2.4 m [8'] ",Nov,N,M,White shark,24
1407,1951,Provoked,australia,Fell off surf ski,23,"Wobbegong shark, 4'",Mar,N,M,Unspecified,23
1408,1951,Unprovoked,south africa,Body surfing,31,136-kg [300-lb] shark,Feb,N,M,Unspecified,31
1409,1950,Unprovoked,australia,Body surfing,21,"White shark, 3m, seen in area and hooked 3 days later",Nov,N,M,White shark,21
1410,1950,Unprovoked,usa,Body surfing / treading water,31,White shark,Oct,N,M,White shark,31
1411,1950,Unprovoked,australia,Fishing,25,4' shark,Oct,N,M,Unspecified,25
1412,1950,Provoked,el salvador,Jerked overboard while pole fishing for tuna,27,"1,100-lb shark",Aug,N,M,Unspecified,27
1413,1950,Unprovoked,south africa,Body surfing,14,"White shark, 3.7 m [12']  according to witnesses",Feb,Y,M,White shark,14
1414,1950,Unprovoked,indonesia,Bending over,7 or 8,"Tiger shark, 3.7 m to 4.3 m  [12' to 14']",,Y,M,Tiger shark,7
1415,1949,Unprovoked,australia,Free diving or wading back to shore,36,6' shark,Nov,N,M,Unspecified,36
1416,1949,Unprovoked,australia,Bathing in water 0.9 m deep,13,"3.3 m [10'9""] shark",Apr,Y,M,Unspecified,13
1417,1949,Unprovoked,australia,Lifesaving exhibition,20,"White shark, 3.6 m [11'9""] ",Jan,Y,M,White shark,20
1418,1949,Invalid,australia,Surfing,32,Invalid,Jan,,M,Unspecified,32
1419,1948,Unprovoked,greece,Swimming,17,Said to be 6.4 m [21'] shark,Sep,Y,M,Unspecified,17
1420,1948,Provoked,usa,Underwater photography,48,Nurse shark,,N,M,Unspecified,48
1421,1947,Unprovoked,australia,Fishing,9,Grey nurse shark,Dec,N,M,Grey shark,9
1422,1947,Unprovoked,usa,Swimming,20,Possibly C. leucas,Aug,Y,M,Unspecified,20
1423,1947,Unprovoked,south africa,Treading water,21,"1.5 m, 45-kg shark",Apr,N,M,Unspecified,21
1424,1947,Unprovoked,south africa,Treading water,22,"Blacktip shark, 2 m [6.75'] ",Mar,N,M,Unspecified,22
1425,1947,Unprovoked,south africa,Treading water,18,>1.6 m shark,Jan,N,M,Unspecified,18
1426,1946,Unprovoked,australia,Swimming after a tennis ball,30,4.3 m [14'] shark,Aug,Y,M,Unspecified,30
1427,1946,Unprovoked,australia,Standing,18,"White shark, 4.2 m [13'9""] ",Feb,N,M,White shark,18
1428,1946,Unprovoked,south africa,Jumping in swells,18,1.5 m [5'] shark,Jan,N,M,Unspecified,18
1429,1945,Unprovoked,south africa,Walking,37,Thought to involve a Zambesi shark,Mar,N,M,Unspecified,37
1430,1945,Unprovoked,iraq,Swimming,15,Bull shark,,N,M,Bull shark,15
1431,1944,Unprovoked,south africa,Swimming,17,"White shark, according to witnesses",,Y,M,White shark,17
1432,1943,Unprovoked,panama,Dived overboard to check propeller of US Navy motor torpedo boat,20,"White shark, 2 m [6'9""]  (Tooth fragment recovered from victim's shoulder & identified by J.T. Nicholls)",Sep,Y,M,White shark,20
1433,1943,Invalid,mexico,Swimming,68,Invalid,,,M,Unspecified,68
1434,1942,Unprovoked,australia,Dog paddling or standing,15,Bull shark,Dec,Y,F,Bull shark,15
1435,1942,Unprovoked,south africa,Swimming ,18,"White shark, 4.5 m  to 6 m [14'9"" to 20'] according to witnesses",Nov,Y,M,White shark,18
1436,1942,Unprovoked,australia,Treading water,24,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",Sep,N,M,Tiger shark,24
1437,1942,Unprovoked,australia,Swimming,28,"Bull shark, 4 m [13'] ",Jan,Y,F,Bull shark,28
1438,1942,Unprovoked,bahamas,Swimming along side N.E.L. vessel Saluda,48,1.2 m to 1.5 m [4' to 5'] shark,,N,M,Unspecified,48
1439,1941,Provoked,usa,Fishing from 32' boat,43,2.1 m [7'] shark,Jun,N,M,Unspecified,43
1440,1941,Provoked,usa,Fishing,53,Mako shark (aka bonito shark) 1.2 m [4'] ,Mar,N,M,Unspecified,53
1441,1940,Unprovoked,south africa,Treading water,25,"White shark, species identity confirmed by tooth pattern",Mar,Y,M,White shark,25
1442,1940,Unprovoked,south africa,Swimming,17,"White shark, 160-kg [353-lb], identity confirmed by tooth pattern",Feb,Y,M,White shark,17
1443,1940,Unprovoked,australia,Swimming,13,3 m [10'] shark,Jan,Y,M,Unspecified,13
1444,1940,Unprovoked,south africa,Swimming ,18,2.4 m [8'] shark,Jan,Y,M,Unspecified,18
1445,1939,Unprovoked,australia,Swimming ,20,2.6 m [8.5'] shark landed 2 hours later,Dec,Y,M,Unspecified,20
1446,1939,Provoked,bahamas,"Dress diving, filming shark & pulling it through the water for a motion picture scene",38,"Nurse shark, 2.1 m [7']",Jul,N,M,Unspecified,38
1447,1938,Provoked,australia,Fishing,18,"Tiger shark, 6'",Oct,N,M,Tiger shark,18
1448,1938,Unprovoked,iraq,"Swimming, naked",9 or 10,Bull shark,May,N,M,Bull shark,9
1449,1938,Invalid,australia,Diving off jetty,24,Questionable incident,Jan,,M,Unspecified,24
1450,1937,Unprovoked,australia,Swimming ,25,Tiger shark,Oct,Y,M,Tiger shark,25
1451,1937,Unprovoked,australia,Swimming ,18,"Tiger shark,  3.6 m [11'9""], 850-kg [1874-lb] female, contained Girvan's remains ",Oct,Y,M,Tiger shark,18
1452,1937,Unprovoked,australia,"Diving from the lugger San, operated by the Protector of the Aborigines",38,"Tiger shark, 9' to 10' ",Aug,N,M,Tiger shark,38
1453,1937,Unprovoked,australia,"Refused permission to cross on the ferry, he was swimming across the river",33,2 days later a 600-lb shark was caught 100 yards from the site,May,Y,M,Unspecified,33
1454,1937,Unprovoked,australia,Swimming,32,White shark,Feb,Y,M,White shark,32
1455,1936,Unprovoked,usa,Swimming crawl stroke,16,White shark (identified by Dr. Hugh Smith) ,Jul,Y,M,White shark,16
1456,1936,Unprovoked,australia,Diving for trochus,16,"Tiger shark, 4.6 m [15'] ",Apr,N,M,Tiger shark,16
1457,1936,Unprovoked,australia,Swimming,14,White shark,Feb,Y,M,White shark,14
1458,1936,Unprovoked,australia,"Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",13,White shark,Jan,Y,M,White shark,13
1459,1935,Unprovoked,australia,"Fell overboard, hanging onto lifebuoy",38,3.7 m [12'] shark,Aug,Y,M,Unspecified,38
1460,1935,Unprovoked,australia,Swimming,27,"White shark, 4 m [13'] ",Mar,Y,M,White shark,27
1461,1935,Unprovoked,australia,Standing,22,"White shark, 3.5 m to 4 m [11.5' to 13'] ",Mar,Y,M,White shark,22
1462,1934,Unprovoked,australia,Splashing,13,"Tiger shark, 1.5 m [5'] ",Dec,N,F,Tiger shark,13
1463,1934,Unprovoked,australia,Swimming in waist-deep water ,15,4.3 m [14'] shark seen in vicinity,Apr,Y,M,Unspecified,15
1464,1934,Unprovoked,australia,Swimming in hip-deep water,17,4 m [13'] shark seen in vicinity,Mar,Y,M,Unspecified,17
1465,1934,Unprovoked,australia,Swimming on sandbar adjacent to channel,22,4.3 m [14'] shark seen in area previous week,Jan,N,M,Unspecified,22
1466,1932,Unprovoked,australia,Swimming,24,Thought to involve a mako or grey nurse shark,Oct,N,M,Unspecified,24
1467,1932,Unprovoked,south africa,Collecting fish by lamplight in gully,23,"Raggedtooth shark, 1.2 m to 1.5 m [4' to 5'] ",,N,M,Unspecified,23
1468,1931,Invalid,australia,Swimming ,39,Shark involvement prior to death unconfirmed,Feb,,M,Unspecified,39
1469,1931,Unprovoked,australia,Swimming,18,1.5 m [5'] shark,Jan,N,M,Unspecified,18
1470,1930,Unprovoked,australia,Diving off pier & treading water,18,White shark 4.9 m [16'] ,Feb,Y,M,White shark,18
1471,1930,Unprovoked,south africa,Swimming,23,"White shark, 4.5 m [14'9""], identity confirmed by witness & tooth pattern",Jan,N,M,White shark,23
1472,1929,Provoked,australia,Standing in knee-deep water,19,"Grey nurse shark, 4' ",Apr,N,M,Grey shark,19
1473,1929,Unprovoked,australia,Swimming,39,Galapagos shark,Feb,Y,M,Unspecified,39
1474,1929,Unprovoked,australia,Body surfing,14,12' shark,Jan,Y,M,Unspecified,14
1475,1928,Unprovoked,panama,Swimming,17,Morenos leg  & part of his swim suit found in 9' shark caught two hours after the attack. Identified as carcharhinid shark by L. Schultz & C. Limbaugh on photograph,Nov,Y,M,Unspecified,17
1476,1928,Unprovoked,australia,Bathing,15,4' shark,Apr,N,M,Unspecified,15
1477,1928,Unprovoked,south africa,Body surfing,18,1.2 m [4'] shark,,N,M,Unspecified,18
1478,1927,Unprovoked,south africa,Swimming,17,"White shark, 4.4 m [14.5'] . ",Dec,Y,M,White shark,17
1479,1927,Unprovoked,australia,Body surfing / treading water,17,Grey nurse shark?,Mar,N,M,Grey shark,17
1480,1927,Unprovoked,australia,Swimming,15,3.7 m [12'] shark,Jan,Y,M,Unspecified,15
1481,1926,Unprovoked,australia,Bathing,17,"Grey nurse shark, 4'",Oct,N,M,Grey shark,17
1482,1926,Unprovoked,italy,Swimming,20,Said to involve 6 to 7 m [20' to 23'] white shark,Jul,Y,M,Unspecified,20
1483,1926,Unprovoked,usa,Swimming with dog near canning factory,15,1.5 m [5'] white shark or sevengill shark,Jul,N,M,Unspecified,15
1484,1925,Unprovoked,australia,Floating on his back,55,"Tiger shark, 4 m [13'] female",Nov,Y,M,Tiger shark,55
1485,1925,Unprovoked,australia,Bathing in waist-deep water,16,Said to be a small shark,,N,M,Unspecified,16
1486,1924,Unprovoked,australia,Had just dived into water & was swimming,16,3 m [10'] shark,Jan,Y,M,Unspecified,16
1487,1922,Unprovoked,australia,Bathing in 3' to 4' of water,19,"2.7 m [9'] ""blue"" shark",Dec,Y,M,Unspecified,19
1488,1922,Unprovoked,jamaica,Swimming,19,6' shark,May,Y,M,Unspecified,19
1489,1922,Unprovoked,south africa,Swimming,18,"White shark, 12', identity confirmed by tooth fragment, witness and photograph of captured shark ",May,N,M,White shark,18
1490,1922,Unprovoked,australia,Bathing in knee-deep water,21,"White shark, 2.4 m [8'] ",Mar,Y,M,White shark,21
1491,1922,Unprovoked,australia,Swimming,18,White shark,Feb,Y,M,White shark,18
1492,1919,Unprovoked,australia,Wading,13,12' shark,Jan,Y,M,Unspecified,13
1493,1916,Unprovoked,usa,Swimming,24,Thought to involve a 2.6 m [8.5'] white shark,Jul,Y,M,Unspecified,24
1494,1912,Unprovoked,australia,Swimming,21,"2.8 m [9'3""] whaler shark captured 3 days later with his remains in its gut",Jan,Y,M,Unspecified,21
1495,1906,Unprovoked,south africa,Washing horses,30,1.8 m to 2.7 m [6' to 9'] shark,Jan,Y,M,Unspecified,30
1496,1905,Unprovoked,australia,Bathing,40,5' shark,Mar,N,M,Unspecified,40
1497,1901,Unprovoked,south africa,Swimming,29,White shark,Jul,Y,M,White shark,29
1498,1894,Unprovoked,australia,Bathing,19,10' to 12' shark,Nov,N,M,Unspecified,19
1499,1892,Provoked,australia,Fishing,21,12' shark,Mar,N,M,Unspecified,21
1500,1880,Unprovoked,australia,Swimming,12,Bull shark,Nov,Y,M,Bull shark,12
1501,1868,Unprovoked,india,Standing,35,Identified as C. gangeticus by Dr. J. Fayrer,May,Y,M,Unspecified,35
1502,1800,Unprovoked,seychelles,a corsair's boat was overturned,nan,,,Y,F,,
1503,1797,Unprovoked,,Dropped overboard,nan,,,Y,,,
1504,1792,Provoked,england,Fishing,nan,,Sep,Y,M,,
1505,1791,Unprovoked,australia,,nan,,,Y,F,,
1506,1788,Boat,australia,Fishing,nan,,May,N,,,
1507,1787,Unprovoked,,Swimming,nan,,Jul,Y,M,,
1508,1786,Unprovoked,barbados,Washing himself,nan,,,Y,M,,
1509,1785,Unprovoked,england,,nan,Tiger shark?,,Y,M,Tiger shark,
1510,1784,Unprovoked,jamaica,Swimming,nan,,Dec,Y,M,,
1511,1783,Sea Disaster,martinique,,nan,,Mar,Y,M,,
1512,1780,Unprovoked,usa,Swimming,nan,,Aug,Y,M,,
1513,1779,Unprovoked,usa,Surfing,young,,,Y,M,,
1514,1776,Unprovoked,guinea,Murder,nan,,,Y,M,,
1515,1776,Boat,greenland,,nan,White sharks,,Y,,White shark,
1516,1771,Unprovoked,usa,Fishing,nan,,,Y,M,,
1517,1767,Invalid,france,Bathing,nan,Description of shark does not ring true,,,M,Unspecified,
1518,1764,Unprovoked,spain,Swimming,nan,,,Y,M,,
1519,1758,Unprovoked,mediterranean sea,"Fell overboard from a frigate & was swallowed by a shark. The captain fired a gun at the shark, and ""the creature cast the man out of his throat.""",nan,"""The fish was harpooned, dried, and presented to the sailor, who went round Europe exhibiting it  It was said to be 20 feet long.",,N,M,Unspecified,
1520,1753,Unprovoked,jamaica,Fell overboard,nan,,,Y,M,,
1521,1751,Unprovoked,usa,Swimming,nan,,Jul,Y,M,,
1522,1749,Unprovoked,cuba,Swimming,14,,,N,M,,14
1523,1755,Unprovoked,sweden,,nan,,,,M,,
1524,1748,Unprovoked,panama,Pearl diving,nan,,,Y,M,,
1525,1742,Unprovoked,,Swimming,nan,,Dec,Y,M,,
1526,1738,Unprovoked,italy,Swimming,nan,,,Y,M,,
1527,1733,Invalid,iceland,,nan,Shark involvement prior to death unconfirmed,,,,Unspecified,
1528,1723,Unprovoked,roatan,,nan,,,,M,,
1529,1721,Unprovoked,italy,Swimming,nan,"White shark, 1600-lb female ",,Y,M,White shark,
1530,1703,Unprovoked,barbados,Swimming,19,,Mar,N,M,,19
1531,1700,Unprovoked,france,,nan,,,Y,M,,
1532,1700,Unprovoked,france,Bathing,nan,White shark,,N,M,White shark,
1533,1700,Unprovoked,barbados,Bathing,nan,,,Y,M,,
1534,1642,Invalid,guinea,Went overboard,nan,Questionable,,,M,Unspecified,
1535,1638,Unprovoked,,,nan,,,,M,,
1536,1637,Unprovoked,india,Wading,nan,,,,,,
1537,1617,Unprovoked,india,,nan,,,,,,
1538,1642,Unprovoked,usa,Swimming ,nan,,,Y,M,,
1539,1595,Unprovoked,india,Ship lay at anchor & man was working on its rudder,nan,,,,M,,
1540,1580,Unprovoked,between portugal & india,Man fell overboard from ship. Those on board threw a rope to him with a wooden block & were pulling him to the ship,nan,,,Y,M,,
1541,1555,Unprovoked,,Swimming,nan,,,,M,,
1542,1554,Unprovoked,france,,nan,Possibly white sharks,,,M,Unspecified,
1543,1543,Unprovoked,venezuela,Pearl diving,nan,,,Y,M,,
1544,500,Unprovoked,mexico,,nan,,,N,M,,
1545,77,Unprovoked,,Sponge diving,nan,,,Y,M,,
1546,5,Unprovoked,australia,,nan,,,N,M,,
1547,0,Unprovoked,,Ascending from a dive,nan,,,Y,M,,
1548,0,Unprovoked,greece,Washing his pig in preparation for a religious ceremony,nan,,,Y,M,,
1549,0,Sea Disaster,greece,Shipwrecked Persian Fleet,nan,,,Y,M,,
1550,0,Sea Disaster,italy,Shipwreck,nan,,,Y,M,,
1551,0,Unprovoked,canada,Fishing,nan,,,N,M,,
1552,0,Unprovoked,kenya,Diving,nan,,,N,M,,
1553,0,Unprovoked,kenya,Diving,nan,,,Y,M,,
1554,0,Unprovoked,panama,Swimming/,20,,,Y,M,,20
1555,0,Unprovoked,uruguay,Swimming,nan,,,N,,,
1556,0,Unprovoked,uruguay,Swimming,nan,,,Y,M,,
1557,0,Unprovoked,usa,Swimming,nan,,,N,M,,
1558,0,Unprovoked,papua new guinea,Swimming to canoe,nan,,,Y,M,,
1559,0,Unprovoked,australia,,15,,,N,F,,15
1560,0,Unprovoked,australia,Fell into the water,nan,,,Y,M,,
1561,0,Unprovoked,usa,Diving,nan," Galapagos shark, 6'",,N,M,Unspecified,
1562,0,Unprovoked,bermuda,,nan,,,Y,M,,
1563,0,Unprovoked,greece,Swimming,nan,,,Y,F,,
1564,0,Unprovoked,usa,Fishing for basking sharks,nan,Basking shark,,Y,M,Unspecified,
1565,0,Provoked,india,,nan,,,N,M,,
1566,0,Unprovoked,lebanon,Collecting fish ,nan,,,N,M,,
1567,0,Unprovoked,spain,Skin diving,nan,,,N,,,
1568,0,Unprovoked,sudan,Snorkeling,nan,,,N,F,,
1569,0,Provoked,,,nan,,,N,M,,
1570,0,Unprovoked,usa,Shark tagging,21,"Blacktip shark, 5'",,N,F,Unspecified,21
1571,0,Unprovoked,usa,Surfing,nan,,,N,M,,
1572,0,Unprovoked,djibouti,A dhow capsized,nan,,,Y,,,
1573,0,Unprovoked,libya,Sponge diving,nan,,,Y,M,,
1574,0,Unprovoked,australia,Net-fishing,nan,,,N,M,,
